id,study_title,study_link,resultIA_no_fine_tunning,resultIA_fine_tunning,study_type,study_year,cannabinoids,organ_systems,study_conditions
2014182,Targeting Multiple Cannabinoid Anti-tumour Pathways With A Resorcinol Derivative Leads To Inhibition Of Advanced Stages Of Breast Cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4209152/,Positive,,Animal Study,2014,O-x Synthetic Cannabinoids,Nervous System; Reproductive System,Cancer - Breast; Cancer - Metastatic; Cancer
2015221,"Selective, nontoxic CB(2) cannabinoid o-quinone with in vivo activity against triple-negative breast cancer.",https://www.ncbi.nlm.nih.gov/pubmed/25671648,Positive,,Animal Study,2015,,Nervous System; Reproductive System,Cancer - Breast; Cancer
2015222,Modulation of the tumor microenvironment and inhibition of EGF/EGFR pathway; novel anti-tumor mechanisms of Cannabidiol in breast cancer,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4387115/,Positive,,Animal Study,2015,,Nervous System; Reproductive System,Cancer - Breast; Cancer
2016297,"Phyto-, endo- and synthetic cannabinoids: promising chemotherapeutic agents in the treatment of breast and prostate carcinomas.",https://www.ncbi.nlm.nih.gov/pubmed/27633508,Positive,,Meta-analysis,2016,Endocannabinoid (unspecified); Synthetic Cannabinoid (unspecified),Nervous System; Reproductive System,Cancer - Breast; Cancer - Prostate; Cancer
2017276,Cannabidiolic Acid-mediated Selective Down-regulation Of C-fos In Highly Aggressive Breast Cancer MDA-MB-231 Cells: Possible Involvement Of Its Down-regulation In The Abrogation Of Aggressiveness,https://www.ncbi.nlm.nih.gov/pubmed/27530354,Positive,,Laboratory Study,2017,Cannabidiolic Acid (CBD-a),Nervous System; Reproductive System,Cancer - Breast; Cancer
2016298,Simultaneous Activation Of Induced Heterodimerization Between CXCR4 Chemokine Receptor And Cannabinoid Receptor 2 (CB2) Reveal A Mechanism For Regulation Of Tumor Progression,https://www.ncbi.nlm.nih.gov/pubmed/26841863,Positive,,Laboratory Study,2016,AM-x Synthetic Cannabinoids; JWH-x Synthetic Cannabinoids,,Cancer - Metastatic; Cancer; Cancer - Breast; Cancer - Prostate; HIV/AIDS; Pain; Pain - Cancer
2008126,Delta 9-tetrahydrocannabinol induces dopamine release in the human striatum.,http://www.nature.com/articles/npp2008138,Positive,,Double Blind Clinical Trial,2008,Tetrahydrocannabinol (THC),,Schizophrenia
2017277,Blockade of CB1 cannabinoid receptor alters gut microbiota and attenuates inflammation and diet-induced obesity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5688117/,Positive,,Animal Study,2017,Microbiome; SR-x Synthetic Cannabinoids,Digestive System; Endocrine System; Nervous System,Inflammation; Microbiome Imbalance; Obesity; Diabetes; Metabolic Syndrome
2013155,The Gastric CB1 Receptor Modulates Ghrelin Production through the mTOR Pathway to Regulate Food Intake.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3841176/,Positive,,Animal Study,2013,SR-x Synthetic Cannabinoids,,Anorexia; Obesity
2018370,Effects of repeated long‐term psychosocial stress and acute cannabinoid exposure on mouse corticostriatal circuitries: Implications for neuropsychiatric disorders.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5969305/,Positive,,Animal Study,2018,2-Arachidonoyl Glycerol (2-AG); Anandamide (AEA); Monoacylglycerol Lipase (MAGL); Other Related Compounds; SR-x Synthetic Cannabinoids; Synthetic Cannabinoid (unspecified); WIN-x Synthetic Cannabinoids,Mental/Emotional System,
2018371,Cannabidiol Administered During Peri-Adolescence Prevents Behavioral Abnormalities in an Animal Model of Schizophrenia.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6113576/,Positive,,Animal Study,2018,,Mental/Emotional System; Nervous System,Schizophrenia
2018372,Antiapoptotic effects of cannabidiol in an experimental model of cognitive decline induced by brain iron overload.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6120904/,Positive,,Animal Study,2018,,,Cognitive Dysfunction
2018373,Individual and combined effects of acute delta-9-tetrahydrocannabinol and cannabidiol on psychotomimetic symptoms and memory function.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6125482/,Negative,,Double Blind Clinical Trial,2018,Tetrahydrocannabinol (THC),,Cognitive Dysfunction; Psychosis
2017278,"Improved Social Interaction, Recognition and Working Memory with Cannabidiol Treatment in a Prenatal Infection (poly I:C) Rat Model.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5436124/,Positive,,Animal Study,2017,,Mental/Emotional System; Nervous System,Psychosis; Schizophrenia
2018374,Cannabidiol (CBD) as an Adjunctive Therapy in Schizophrenia: A Multicenter Randomized Controlled Trial.,https://www.ncbi.nlm.nih.gov/pubmed/29241357,Positive,,Double Blind Clinical Trial,2018,,Mental/Emotional System,Schizophrenia
2016299,"Cannabidiol is a partial agonist at dopamine D2High receptors, predicting its antipsychotic clinical dose.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5315552/,Positive,,Laboratory Study,2016,,Mental/Emotional System; Nervous System,Psychosis; Schizophrenia
2012165,Cannabidiol enhances anandamide signaling and alleviates psychotic symptoms of schizophrenia.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3316151/,Positive,,Double Blind Clinical Trial,2012,Anandamide (AEA); Fatty Acid Amide Hydrolase (FAAH); Other Related Compounds,Mental/Emotional System; Nervous System,Psychosis; Schizophrenia
2010128,The endocannabinoid system and psychiatric disorders.,https://www.ncbi.nlm.nih.gov/pubmed/20353783,Positive,,Meta-analysis,2010,SR-x Synthetic Cannabinoids; 2-Arachidonoyl Glycerol (2-AG); Anandamide (AEA); Fatty Acid Amide Hydrolase (FAAH),Mental/Emotional System; Nervous System,Psychosis; Schizophrenia; Anxiety; Depression
2009119,Antipsychotic effects of cannabidiol.,https://www.sciencedirect.com/science/article/pii/S0924933809704407,Positive,,Double Blind Clinical Trial,2009,,Mental/Emotional System; Nervous System,Psychosis; Schizophrenia
2004061,Cerebrospinal Anandamide Levels are Elevated in Acute Schizophrenia and are Inversely Correlated with Psychotic Symptoms.,http://files.iowamedicalmarijuana.org/science/psych/Giuffrida%202004.pdf,Positive,,Meta-analysis,2004,Anandamide (AEA),Mental/Emotional System,Psychosis; Schizophrenia
2018375,"Anti-Inflammatory, Antioxidative, and Hepatoprotective Effects of Trans Δ9-Tetrahydrocannabinol/Sesame Oil on Adjuvant-Induced Arthritis in Rats.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6036806/,Positive,,Animal Study,2018,Pharma THC; Tetrahydrocannabinol (THC),Skeletal System,Arthritis - Rheumatoid; Arthritis; Neurodegenerative Issues
2018376,Palmitoylethanolamide Ameliorates Carbon Tetrachloride-Induced Liver Fibrosis in Rats.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6053486/,Positive,,Animal Study,2018,Palmitoylethanolamide (PEA),Digestive System,Fibrosis - Liver (Cirrhosis); Fibrosis
2018377,Cannabinoid Hyperemesis Syndrome Masquerading as Uremia: An Educational Case Report.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6109838/,Inconclusive,,Meta-analysis,2018,,,Cannabis Hyperemesis Syndrome
2018378,Cannabinoids for the treatment of rheumatic diseases - where do we stand?,https://www.ncbi.nlm.nih.gov/pubmed/29884803,Positive,,Meta-analysis,2018,Endocannabinoid (unspecified); Synthetic Cannabinoid (unspecified),Skeletal System,Arthritis - Rheumatoid; Arthritis
2018379,Cannabinoids in dermatology: a scoping review.,https://www.ncbi.nlm.nih.gov/pubmed/30142706,Positive,,Meta-analysis,2018,Endocannabinoid (unspecified); Synthetic Cannabinoid (unspecified),Integumentary System,Eczema; Acne Inversa; Acne; Allergic Contact Dermatitis; Cancer - Melanoma; Cancer - Skin (Non-melanoma); Cancer; Kaposi's Sarcoma; Pruritis; Psoriasis; Systemic Sclerosis
2009120,Cannabinoids inhibit fibrogenesis in diffuse systemic sclerosis fibroblasts.,https://www.ncbi.nlm.nih.gov/pubmed/19589890,Positive,,Laboratory Study,2009,WIN-x Synthetic Cannabinoids,Integumentary System,Systemic Sclerosis
2012166,Adenosine A2A receptor activation stimulates collagen production in sclerodermic dermal fibroblasts either directly and through a cross-talk with the cannabinoid system.,https://www.ncbi.nlm.nih.gov/pubmed/22033526,Positive,,Laboratory Study,2012,WIN-x Synthetic Cannabinoids,Integumentary System,Systemic Sclerosis
2012167,Synthetic cannabinoid ajulemic acid exerts potent antifibrotic effects in experimental models of systemic sclerosis.,https://www.ncbi.nlm.nih.gov/pubmed/22492781,Positive,,Animal Study,2012,,Integumentary System,Systemic Sclerosis
2018380,The endocannabinoid system of the skin. A potential approach for the treatment of skin disorders.,https://www.ncbi.nlm.nih.gov/pubmed/30138623,Positive,,Meta-analysis,2018,,Integumentary System,Cancer - Skin (Non-melanoma); Eczema; Skin Diseases; Allergic Contact Dermatitis; Cancer - Melanoma; Cancer; Psoriasis
1998023,Δ9-Tetrahydrocannabinol induces apoptosis in C6 glioma cells,https://www.sciencedirect.com/science/article/pii/S0014579398010850,Positive,,Laboratory Study,1998,SR-x Synthetic Cannabinoids,Nervous System,Cancer - Brain; Cancer
2001031,Inhibition of glioma growth in vivo by selective activation of the CB(2) cannabinoid receptor,https://www.ncbi.nlm.nih.gov/pubmed/11479216,Positive,,Animal Study,2001,JWH-x Synthetic Cannabinoids; SR-x Synthetic Cannabinoids,,Cancer - Brain; Cancer
2006067,The Non-psychoactive Cannabidiol Triggers Caspase Activation And Oxidative Stress In Human Glioma Cells,https://www.ncbi.nlm.nih.gov/pubmed/16909207,Positive,,Laboratory Study,2006,,Nervous System,Cancer - Brain; Cancer
2004062,"Antitumor Effects Of Cannabidiol, A Nonpsychoactive Cannabinoid, On Human Glioma Cell Lines",http://jpet.aspetjournals.org/content/308/3/838.full,Positive,,Animal Study,2004,,Nervous System,Cancer - Brain; Cancer
2004063,Cannabinoids Inhibit The Vascular Endothelial Growth Factor Pathway In Gliomas,http://cancerres.aacrjournals.org/content/64/16/5617.full,Positive,,Clinical Trial,2004,Anandamide (AEA); JWH-x Synthetic Cannabinoids; SR-x Synthetic Cannabinoids; Tetrahydrocannabinol (THC); WIN-x Synthetic Cannabinoids,,Cancer - Brain; Cancer
2005071,Cannabidiol Inhibits Human Glioma Cell Migration Through A Cannabinoid Receptor-independent Mechanism,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1576089/,Positive,,Laboratory Study,2005,SR-x Synthetic Cannabinoids,Nervous System,Cancer - Brain; Cancer
2005072,Cannabinoids selectively inhibit proliferation and induce death of cultured human glioblastoma multiforme cells.,https://www.ncbi.nlm.nih.gov/pubmed/16078104?dopt=Abstract,Positive,,Laboratory Study,2005,Tetrahydrocannabinol (THC); WIN-x Synthetic Cannabinoids,,Cancer - Brain; Cancer
2006068,A Pilot Clinical Study Of Delta9-tetrahydrocannabinol In Patients With Recurrent Glioblastoma Multiforme,https://www.ncbi.nlm.nih.gov/pubmed/16804518,Positive,,Clinical Trial,2006,,Nervous System,Cancer - Brain; Cancer
2008127,Delta 9-tetrahydrocannabinol Inhibits Cell Cycle Progression By Downregulation Of E2F1 In Human Glioblastoma Multiforme Cells,https://www.ncbi.nlm.nih.gov/pubmed/17934890,Positive,,Laboratory Study,2008,,Nervous System,Cancer - Brain; Cancer
2007088,Down-regulation of tissue inhibitor of metalloproteinases-1 in gliomas: a new marker of cannabinoid antitumoral activity?,http://www.bbm1.ucm.es/cannabis/archivos/publicaciones/Neuropharmacology08_54_235_243.pdf,Positive,,Animal Study,2007,JWH-x Synthetic Cannabinoids; Tetrahydrocannabinol (THC),,Cancer - Brain; Cancer
2010129,Opposite Changes In Cannabinoid CB1 And CB2 Receptor Expression In Human Gliomas,https://www.ncbi.nlm.nih.gov/pubmed/20307616,Positive,,Laboratory Study,2010,WIN-x Synthetic Cannabinoids,,Cancer - Brain; Cancer
2010130,Cannabidiol Enhances The Inhibitory Effects Of Delta9-tetrahydrocannabinol On Human Glioblastoma Cell Proliferation And Survival,https://www.ncbi.nlm.nih.gov/pubmed/20053780,Positive,,Animal Study,2010,Tetrahydrocannabinol (THC),Nervous System,Cancer - Brain; Cancer
2011163,A Combined Preclinical Therapy Of Cannabinoids And Temozolomide Against Glioma,http://mct.aacrjournals.org/content/10/1/90,Positive,,Animal Study,2011,Tetrahydrocannabinol (THC); SR-x Synthetic Cannabinoids,Nervous System,Cancer - Brain; Cancer
2012168,Cannabidiol As Potential Anticancer Drug,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3579246/,Positive,,Meta-analysis,2012,2-Arachidonoyl Glycerol (2-AG); Anandamide (AEA); Fatty Acid Amide Hydrolase (FAAH); SR-x Synthetic Cannabinoids,Nervous System,Cancer; Cancer - Colon; Cancer - Brain; Cancer - Breast; Cancer - Leukemia; Cancer - Lung; Cancer - Lymphoma
2013156,Critical Appraisal Of The Potential Use Of Cannabinoids In Cancer Management,https://www.ncbi.nlm.nih.gov/pubmed/24039449,Positive,,Meta-analysis,2013,Endocannabinoid (unspecified); Synthetic Cannabinoid (unspecified),Nervous System,Cancer; Cancer - Brain; Cancer - Breast; Cancer - Liver; Cancer - Lung; Cancer - Prostate
2013157,Triggering of the TRPV2 channel by cannabidiol sensitizes glioblastoma cells to cytotoxic chemotherapeutic agents.,https://www.ncbi.nlm.nih.gov/pubmed/23079154,Positive,,Laboratory Study,2013,,Nervous System,Cancer - Brain; Cancer
2014183,Cannabinoid Signaling In Glioma Cells,https://www.ncbi.nlm.nih.gov/pubmed/22879071,Positive,,Meta-analysis,2014,Endocannabinoid (unspecified); Synthetic Cannabinoid (unspecified),Nervous System,Cancer - Brain; Cancer
2014184,Systematic review of the literature on clinical and experimental trials on the antitumor effects of cannabinoids in gliomas.,https://www.ncbi.nlm.nih.gov/pubmed/24142199,Positive,,Meta-analysis,2014,,,Cancer - Brain; Cancer
2015223,Inhibiting Heat Shock Proteins Can Potentiate the Cytotoxic Effect of Cannabidiol in Human Glioma Cells.,https://www.ncbi.nlm.nih.gov/pubmed/26504004,Positive,,Laboratory Study,2015,,,Cancer - Brain; Cancer
2015224,The Antitumor Action Of Cannabinoids On Glioma Tumorigenesis,https://www.ncbi.nlm.nih.gov/pubmed/25472761,Positive,,Meta-analysis,2015,Endocannabinoid (unspecified),,Cancer - Brain; Cancer
2016300,The cannabinoid quinol VCE-004.8 alleviates bleomycin-induced scleroderma and exerts potent antifibrotic effects through peroxisome proliferator-activated receptor-γ and CB2 pathways.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4757881/,Positive,,Animal Study,2016,AM-x Synthetic Cannabinoids,Integumentary System,Systemic Sclerosis; Dupuytren's Contracture
2014185,Experimental Cannabinoid 2 Receptor-Mediated Immune Modulation in Sepsis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3997158/,Positive,,Animal Study,2014,AM-x Synthetic Cannabinoids; Fatty Acid Amide Hydrolase (FAAH); HU-x Synthetic Cannabinoids; Monoacylglycerol Lipase (MAGL),Immune System,Sepsis
2015225,On The Effects Of CP 55-940 And Other Cannabinoid Receptor Agonists In C6 And U373 Cell Lines,https://www.ncbi.nlm.nih.gov/pubmed/26255146,Positive,,Laboratory Study,2015,CP-x Synthetic Cannabinoids; Anandamide (AEA); WIN-x Synthetic Cannabinoids,Nervous System,Cancer - Brain; Cancer
2015226,Cannabidiol Stimulates Aml-1a-dependent Glial Differentiation And Inhibits Glioma Stem-like Cells Proliferation By Inducing Autophagy In A TRPV2-dependent Manner,https://www.ncbi.nlm.nih.gov/pubmed/25903924,Positive,,Laboratory Study,2015,,,Cancer - Brain; Cancer
2013158,Targeting the Endocannabinoid System to Treat Sepsis.,https://www.researchgate.net/publication/263845266_Targeting_the_Endocannabinoid_System_to_Treat_Sepsis,Positive,,Meta-analysis,2013,2-Arachidonoyl Glycerol (2-AG); AM-x Synthetic Cannabinoids; Anandamide (AEA); Fatty Acid Amide Hydrolase (FAAH); Monoacylglycerol Lipase (MAGL); Synthetic Cannabinoid (unspecified),Immune System,Sepsis
2013159,Inhibition of endocannabinoid degradation in experimental endotoxemia reduces leukocyte adhesion and improves capillary perfusion in the gut.,https://www.ncbi.nlm.nih.gov/pubmed/23382309,Positive,,Animal Study,2013,Fatty Acid Amide Hydrolase (FAAH); AM-x Synthetic Cannabinoids; Synthetic Cannabinoid (unspecified),Immune System,Sepsis
2009121,CB2 Cannabinoid Receptors Contribute to Bacterial Invasion and Mortality in Polymicrobial Sepsis.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2712683/,Positive,,Animal Study,2009,,Immune System,Sepsis
2008128,Effect of cannabidiol on sepsis-induced motility disturbances in mice: involvement of CB receptors and fatty acid amide hydrolase.,https://www.ncbi.nlm.nih.gov/pubmed/18373655,Positive,,Animal Study,2008,AM-x Synthetic Cannabinoids; Fatty Acid Amide Hydrolase (FAAH),Immune System,Sepsis
2006069,Topical cannabinoid agonists. An effective new possibility for treating chronic pruritus.,https://www.ncbi.nlm.nih.gov/pubmed/16874533,Positive,,Clinical Trial,2006,Other Related Compounds,Integumentary System,Pruritis
2002040,Preliminary observation with dronabinol in patients with intractable pruritus secondary to cholestatic liver disease.,https://www.ncbi.nlm.nih.gov/pubmed/12190187,Positive,,Clinical Trial,2002,Pharma THC; Tetrahydrocannabinol (THC),Integumentary System,Pruritis
2016301,Cannabinoid receptor-specific mechanisms to alleviate pain in sickle cell anemia via inhibition of mast cell activation and neurogenic inflammation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5004356/,Positive,,Animal Study,2016,Anandamide (AEA); CP-x Synthetic Cannabinoids; JWH-x Synthetic Cannabinoids,Cardiovascular System,Sickle Cell Disorders
2006070,The prevalence of marijuana smoking in young adults with sickle cell disease: a longitudinal study.,https://www.ncbi.nlm.nih.gov/pubmed/17249310/,Inconclusive,,Meta-analysis,2006,,,Sickle Cell Disorders
2017279,The Use of Cannabis by Patients with Sickle Cell Disease Increased the Frequency of Hospitalization due to Vaso-Occlusive Crises.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5627667/,Negative,,Meta-analysis,2017,,Cardiovascular System,Sickle Cell Disorders
